course_name,degree_level,field_of_study,cricos_code,duration,campuses,intakes,annual_tuition_fee_aud,academic_requirements,application_deadlines,scholarships,source_url,english_requirements.ielts_overall,english_requirements.ielts_no_band_below
Bachelor of Software Engineering (Honours),Undergraduate,,092212D,3 years,"['Burwood (Melbourne)', 'Online']","['March', 'July']",42000,,[],[],https://www.deakin.edu.au/course/bachelor-software-engineering-honours-international,6.0,6.0
